SellerCity,SellerIsPriv,SellerListSrc,SellerRating,SellerRevCnt,VehCertified,VehColorExt,VehFuel,VehListdays,VehMake,VehMileage,VehModel,VehPriceLabel,VehYear,Vehicle_Trim,Dealer_Listing_Price,0 Owners,1 Owner,2 Owners,3 Owners,4 Owners,Accident(s) Reported,Buyback Protection Eligible,Non-Personal Use Reported,Title Issue(s) Reported,IntColor1,NumCylinders,CylinderSize,HEMI,AWD,4WD,Tricoat,Metallic
other,False,Inventory Command Center,4.0,180,True,Radiant Silver,Gasoline,10.39851852,Cadillac,22798.0,XT5,Good Deal,2018,Premium Luxury,39990.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,HomeNet Automotive,4.0,629,False,Dark Granite,Gasoline,77.31175926,Cadillac,17536.0,XT5,Good Deal,2018,Premium Luxury,35280.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),,18,False,Red,Gasoline,108.8721759,Cadillac,29621.0,XT5,Good Deal,2017,Premium Luxury,32763.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),,1,False,Red,Gasoline,10.84717593,Jeep,36240.0,Grand Cherokee,Good Deal,2015,Limited,24998.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,3.0,85,True,Gray,Gasoline,146.9724074,Jeep,23444.0,Grand Cherokee,Good Deal,2018,,33950.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,4.0,80,True,Radiant Silver,Gasoline,45.28518519,Cadillac,31529.0,XT5,Fair Price,2018,Premium Luxury,43998.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,0,0,1
other,False,Jeep Certified Program,5.0,2681,True,Bright White,Gasoline,8.000844907,Jeep,26475.0,Grand Cherokee,Good Deal,2017,Limited,29347.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,9,False,White,Gasoline,40.9421875,Jeep,38062.0,Grand Cherokee,Good Deal,2015,Limited,23500.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,114,True,Stellar Black,Gasoline,73.00613426,Cadillac,33939.0,XT5,Good Deal,2017,Premium Luxury,36995.0,0,1,0,0,0,0,1,1,0,black,6,,0,1,0,0,1
other,False,HomeNet Automotive,4.0,520,False,Bright White,Gasoline,62.46538194,Jeep,35164.0,Grand Cherokee,Good Deal,2015,Limited,24710.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,0
other,False,Cadillac Certified Program,,14,True,Gray,Gasoline,44.92416667,Cadillac,9455.0,XT5,Good Deal,2018,,53500.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,0,0
other,False,HomeNet Automotive,4.0,636,False,Stellar Black,Gasoline,82.49118056,Cadillac,11310.0,XT5,Good Deal,2017,Premium Luxury FWD,36380.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
other,False,HomeNet Automotive,4.0,72,False,Billet Silver,Gasoline,11.19392361,Jeep,48355.0,Grand Cherokee,Good Deal,2015,Limited,25500.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),,3,False,Radiant Silver,Gasoline,76.4330787,Cadillac,26227.0,XT5,Good Deal,2017,Luxury,32638.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Inventory Command Center,,1,False,Bright White,Gasoline,43.32438657,Jeep,12953.0,Grand Cherokee,Good Deal,2018,Sterling Edition,36155.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,4.0,628,True,Diamond Black,Gasoline,104.9803009,Jeep,18113.0,Grand Cherokee,Good Deal,2018,Summit,40995.0,0,1,0,0,0,0,1,0,0,black,8,5.7,0,0,1,0,0
other,False,Inventory Command Center,4.0,797,False,White,Gasoline,20.1759838,Jeep,20104.0,Grand Cherokee,Good Deal,2017,Overland,34500.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,158,True,Radiant Silver,Gasoline,81.34704861,Cadillac,18184.0,XT5,Good Deal,2018,Luxury,36999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),,8,False,other,Gasoline,0.737962963,Jeep,21004.0,Grand Cherokee,,2015,Limited,26998.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,407,False,White,Gasoline,44.00060185,Jeep,32437.0,Grand Cherokee,Good Deal,2015,Limited,24450.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,5.0,74,True,Silver,Gasoline,25.94195602,Jeep,20635.0,Grand Cherokee,Good Deal,2018,,34999.0,0,1,0,0,0,0,1,1,0,N/A,,,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,2041,False,Billet Silver,Gasoline,13.97417824,Jeep,38734.0,Grand Cherokee,Good Deal,2016,Limited,28250.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,332,True,other,Gasoline,22.90989583,Cadillac,9566.0,XT5,Good Deal,2018,Platinum,50990.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,1,0,0,0
other,False,Digital Motorworks (DMi),5.0,62,False,Bright White,E85 Flex Fuel,0.475150463,Jeep,33290.0,Grand Cherokee,,2015,Altitude,27000.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,0
other,False,Cadillac Certified Program,4.0,120,True,White,Gasoline,5.911053241,Cadillac,9968.0,XT5,Good Deal,2018,,49999.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,1,0,1,0
other,False,Digital Motorworks (DMi),5.0,645,False,Stellar Black,Gasoline,13.42415509,Cadillac,26160.0,XT5,Good Deal,2017,Luxury,33455.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,0,0,1
Chicago,True,other,,0,False,Silver,Gasoline,25.39811343,Jeep,14000.0,Grand Cherokee,,2017,Altitude,27450.0,0,0,0,0,0,0,0,0,0,black,6,,0,1,0,0,0
other,False,Digital Motorworks (DMi),5.0,548,True,Black,Gasoline,13.42800926,Cadillac,13092.0,XT5,Good Deal,2018,Premium Luxury,41999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,263,False,Granite,Gasoline,19.46070602,Jeep,48205.0,Grand Cherokee,Good Deal,2017,Laredo,22500.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,1
other,False,Jeep Certified Program,5.0,823,True,other,E85 Flex Fuel,59.50111111,Jeep,37042.0,Grand Cherokee,Good Deal,2015,Altitude,26795.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Inventory Command Center,5.0,1013,False,other,Gasoline,14.1719213,Jeep,33674.0,Grand Cherokee,Good Deal,2017,Summit,38443.0,1,0,0,0,0,0,1,0,0,black,8,5.7,1,0,1,1,0
other,False,Inventory Command Center,,21,False,Diamond Black,Gasoline,59.81686343,Jeep,21993.0,Grand Cherokee,Good Deal,2018,Overland,36977.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,288,False,Red,Gasoline,1.971979167,Jeep,46036.0,Grand Cherokee,Good Deal,2017,Limited,25100.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,1620,False,Brilliant Black,Gasoline,12.47715278,Jeep,38771.0,Grand Cherokee,Good Deal,2016,Overland,29000.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,5.0,314,False,Stellar Black,Gasoline,89.44116898,Cadillac,25835.0,XT5,Good Deal,2017,FWD,30768.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,1
other,False,Digital Motorworks (DMi),5.0,1400,False,other,Gasoline,13.96813657,Jeep,29170.0,Grand Cherokee,Good Deal,2016,Laredo,28995.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,4.0,628,True,other,Gasoline,7.489097222,Jeep,15455.0,Grand Cherokee,Fair Price,2015,Limited,29995.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,99,False,Bright White,Gasoline,41.73983796,Jeep,21943.0,Grand Cherokee,Good Deal,2015,Overland,32995.0,0,1,0,0,0,0,1,0,0,beige,8,5.7,0,0,1,0,0
other,False,Jeep Certified Program,3.0,90,True,other,Gasoline,42.96368056,Jeep,48620.0,Grand Cherokee,Good Deal,2015,,33995.0,0,1,0,0,0,0,1,0,0,N/A,,,0,0,0,1,1
other,False,Jeep Certified Program,5.0,102,True,Diamond Black,Gasoline,139.9621991,Jeep,8121.0,Grand Cherokee,Good Deal,2018,Limited,34944.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,181,False,Granite,Gasoline,3.164363426,Jeep,48505.0,Grand Cherokee,Great Deal,2016,Limited,25728.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),5.0,820,False,Bright White,Gasoline,20.73295139,Jeep,43214.0,Grand Cherokee,Good Deal,2015,Limited,24308.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,2.0,25,True,Bright White,Gasoline,130.9466667,Jeep,3496.0,Grand Cherokee,Great Deal,2018,Limited,36684.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,4.0,309,True,Stellar Black,Gasoline,3.749768519,Cadillac,30076.0,XT5,Good Deal,2018,Premium Luxury,37299.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Jeep Certified Program,4.0,106,True,Bright White,Gasoline,67.16962963,Jeep,5598.0,Grand Cherokee,Good Deal,2018,Limited,34990.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,1,0,0
Chicago,False,Digital Motorworks (DMi),5.0,290,False,Silver,Gasoline,38.72875,Jeep,40940.0,Grand Cherokee,Good Deal,2017,Laredo,22800.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),5.0,287,False,White,Gasoline,8.970902778,Jeep,39672.0,Grand Cherokee,Good Deal,2017,Laredo,23000.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,5.0,102,True,Bright White,Gasoline,74.97328704,Jeep,40212.0,Grand Cherokee,Good Deal,2016,Limited,24962.0,0,0,1,0,0,0,1,0,0,beige,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),4.0,375,False,other,Gasoline,11.41940972,Cadillac,7707.0,XT5,Fair Price,2018,Platinum,57997.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,1,0,0,0
Chicago,False,HomeNet Automotive,,4,False,Diamond Black,Gasoline,28.41309028,Jeep,9451.0,Grand Cherokee,Good Deal,2018,Trailhawk,35920.0,0,1,0,0,0,0,1,0,0,red,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,245,False,Bright White,Gasoline,12.49685185,Jeep,31308.0,Grand Cherokee,Good Deal,2015,Limited,25231.0,0,0,0,0,0,0,0,0,0,beige,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,12,False,White,Gasoline,62.92913194,Cadillac,6725.0,XT5,Great Deal,2018,Base,26999.0,0,1,0,0,0,0,0,0,1,beige,6,3.6,0,0,0,1,0
other,False,Inventory Command Center,4.0,147,True,White,Gasoline,49.8671875,Cadillac,31892.0,XT5,Fair Price,2018,Platinum,45500.0,0,1,0,0,0,0,1,0,0,brown,6,3.6,0,1,0,1,0
other,False,HomeNet Automotive,4.0,629,False,White,Gasoline,7.604664352,Cadillac,26181.0,XT5,Good Deal,2018,Premium Luxury,35580.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,0,1,0
other,False,Digital Motorworks (DMi),5.0,116,False,Brilliant Black,E85 Flex Fuel,82.9975,Jeep,39798.0,Grand Cherokee,Good Deal,2015,Altitude,26566.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,5.0,335,False,Brilliant Black,Gasoline,6.675833333,Jeep,28549.0,Grand Cherokee,Good Deal,2016,Limited,27377.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Inventory Command Center,4.0,254,False,Billet Silver,Gasoline,95.17516204,Jeep,28643.0,Grand Cherokee,Great Deal,2015,Laredo,20766.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,572,False,Silver,Gasoline,12.9493287,Jeep,21228.0,Grand Cherokee,Good Deal,2018,Limited,31000.0,0,1,0,0,0,0,1,1,0,N/A,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,24,False,Velvet Red,Gasoline,200.4876042,Jeep,32022.0,Grand Cherokee,Great Deal,2018,Laredo E,24990.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,4.0,520,False,Granite,Gasoline,13.46056713,Jeep,40277.0,Grand Cherokee,Good Deal,2015,Overland,29560.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),4.0,428,False,Brilliant Black,E85 Flex Fuel,26.47704861,Jeep,45094.0,Grand Cherokee,Good Deal,2015,Altitude,26485.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),,20,False,Granite,E85 Flex Fuel,309.9838194,Jeep,33234.0,Grand Cherokee,Good Deal,2015,Altitude,26980.0,0,1,0,0,0,0,1,1,0,other,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,4,False,Black,Gasoline,10.78572917,Cadillac,9967.0,XT5,Good Deal,2017,Base,31998.0,0,1,0,0,0,0,1,1,0,N/A,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,609,False,Radiant Silver,Gasoline,12.93896991,Cadillac,25613.0,XT5,Good Deal,2017,Base,31991.0,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),5.0,223,False,Granite,Gasoline,62.97631944,Jeep,44920.0,Grand Cherokee,Good Deal,2015,Overland,27892.0,0,1,0,0,0,0,1,0,0,black,8,5.7,0,0,1,1,1
other,False,Digital Motorworks (DMi),5.0,105,True,Black,Gasoline,243.9340625,Cadillac,16860.0,XT5,Good Deal,2018,Premium Luxury,41895.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),4.0,137,False,other,Gasoline,39.47652778,Jeep,7661.0,Grand Cherokee,Fair Price,2018,Trackhawk,78995.0,0,1,0,0,0,0,1,0,0,black,8,6.2,0,0,1,0,0
other,False,Digital Motorworks (DMi),,12,False,Gray,Gasoline,11.83590278,Jeep,27499.0,Grand Cherokee,Good Deal,2015,Limited,25998.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,5.0,460,True,Bright White,E85 Flex Fuel,18.93353009,Jeep,34705.0,Grand Cherokee,Good Deal,2015,Altitude,28650.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,5.0,147,True,other,E85 Flex Fuel,18.3646412,Jeep,18709.0,Grand Cherokee,Good Deal,2015,Laredo,25950.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Jeep Certified Program,4.0,343,True,Velvet Red,Gasoline,99.14673611,Jeep,29417.0,Grand Cherokee,Good Deal,2017,Laredo,28876.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,4.0,732,False,Billet Silver,Gasoline,20.4519213,Jeep,48880.0,Grand Cherokee,,2015,Altitude,26730.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,0,1
other,False,HomeNet Automotive,4.0,520,False,Brilliant Black,Gasoline,21.66071759,Jeep,34799.0,Grand Cherokee,Good Deal,2015,Limited,26130.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,2180,False,Brilliant Black,Gasoline,6.492118056,Jeep,38428.0,Grand Cherokee,Good Deal,2016,Limited,26995.0,0,0,0,0,0,0,0,0,0,black,6,3.6,0,0,1,1,0
other,False,Inventory Command Center,5.0,319,False,other,Gasoline,119.4839699,Jeep,28435.0,Grand Cherokee,Great Deal,2015,Laredo,22999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,379,False,Bright White,Gasoline,6.487175926,Jeep,40448.0,Grand Cherokee,Good Deal,2015,Limited,23995.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,4.0,117,True,Bright White,Gasoline,19.46549769,Jeep,36844.0,Grand Cherokee,Good Deal,2015,Limited,25473.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,1,0,0
other,False,Inventory Command Center,5.0,164,False,White,Gasoline,18.65680556,Cadillac,66808.0,XT5,Great Deal,2017,Luxury,28250.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,1,0
other,False,HomeNet Automotive,5.0,1405,False,other,Gasoline,28.10701389,Jeep,44680.0,Grand Cherokee,Good Deal,2015,Limited,25565.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,301,False,Billet Silver,Gasoline,80.95662037,Jeep,27713.0,Grand Cherokee,Good Deal,2015,Limited,25594.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,208,False,Bright White,Gasoline,22.49127315,Jeep,28833.0,Grand Cherokee,Great Deal,2015,Limited,22990.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,5.0,335,False,Brilliant Black,Gasoline,4.430659722,Jeep,45711.0,Grand Cherokee,Great Deal,2016,Laredo,20577.0,0,0,1,0,0,1,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,967,False,Diamond Black,Gasoline,75.94853009,Jeep,25154.0,Grand Cherokee,Good Deal,2017,Summit,37750.0,0,1,0,0,0,0,1,0,0,black,8,5.7,0,0,1,0,0
other,False,Digital Motorworks (DMi),,12,False,White,Gasoline,6.839780093,Jeep,36754.0,Grand Cherokee,Good Deal,2015,Overland,28998.0,0,1,0,0,0,0,1,1,0,black,8,5.7,0,0,1,0,0
other,False,HomeNet Automotive,,1,False,True Blue,Gasoline,12.68023148,Jeep,21792.0,Grand Cherokee,Good Deal,2018,Limited,34240.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),4.0,156,False,Stellar Black,Gasoline,51.443125,Cadillac,29001.0,XT5,Great Deal,2018,Premium Luxury,30977.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,1
other,False,Inventory Command Center,,7,False,Bright White,Gasoline,14.90758102,Jeep,17.0,Grand Cherokee,Great Deal,2018,Limited,33994.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Digital Motorworks (DMi),,17,False,Black,Gasoline,6.841157407,Jeep,18511.0,Grand Cherokee,Good Deal,2015,Limited,27998.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,5.0,96,False,Brilliant Black,Gasoline,64.88966435,Jeep,38156.0,Grand Cherokee,Good Deal,2016,Overland,30348.0,0,0,1,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,5.0,3284,False,Billet Silver,Gasoline,14.654375,Jeep,9678.0,Grand Cherokee,Good Deal,2017,Limited,33988.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,other,3.0,42,False,Velvet Red,Gasoline,299.1835995,Jeep,36685.0,Grand Cherokee,Good Deal,2017,Limited,31413.0,0,0,1,0,0,0,1,1,0,black,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),5.0,1009,False,Diamond Black,Gasoline,61.97037037,Jeep,45615.0,Grand Cherokee,Good Deal,2018,Limited,26900.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,0
other,False,HomeNet Automotive,,7,False,White,Gasoline,11.56402778,Cadillac,30478.0,XT5,Good Deal,2018,Premium Luxury,36160.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,0,1,0
other,False,Digital Motorworks (DMi),5.0,203,False,Radiant Silver,Gasoline,41.42950231,Cadillac,26334.0,XT5,Good Deal,2017,Base,29358.0,0,1,0,0,0,0,1,1,0,beige,6,3.6,0,0,0,0,1
other,False,Jeep Certified Program,4.0,28,True,Bright White,Gasoline,19.84962963,Jeep,44050.0,Grand Cherokee,Fair Price,2015,Summit,31993.0,0,0,1,0,0,0,1,0,0,N/A,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,,1,True,Brilliant Black,E85 Flex Fuel,140.9490856,Jeep,43088.0,Grand Cherokee,Great Deal,2015,Laredo,22890.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,0
other,False,HomeNet Automotive,5.0,307,False,other,Gasoline,3.128900463,Cadillac,23909.0,XT5,,2017,Luxury FWD,,0,1,0,0,0,0,1,0,0,beige,6,3.6,0,0,0,0,0
other,False,Digital Motorworks (DMi),3.0,83,False,Granite,Gasoline,21.96869213,Jeep,40032.0,Grand Cherokee,Good Deal,2017,Limited,29940.0,0,1,0,0,0,1,1,0,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),5.0,344,True,Stellar Black,Gasoline,20.92466435,Cadillac,33882.0,XT5,Good Deal,2017,Luxury,32800.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,949,False,Billet Silver,Gasoline,6.475833333,Jeep,23217.0,Grand Cherokee,Fair Price,2018,Limited,33289.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),4.0,50,False,Stellar Black,Gasoline,11.42865741,Cadillac,25802.0,XT5,Good Deal,2018,Premium Luxury,36500.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,HomeNet Automotive,5.0,76,True,Stellar Black,Gasoline,94.885625,Cadillac,31159.0,XT5,Good Deal,2018,Premium Luxury,34880.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,0,0,1
other,False,HomeNet Automotive,5.0,397,False,Stellar Black,Gasoline,31.79060185,Cadillac,30998.0,XT5,Good Deal,2017,Luxury AWD,31995.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,1,0,0,1
other,False,HomeNet Automotive,3.0,26,False,Billet Silver,Gasoline,57.44596065,Jeep,15525.0,Grand Cherokee,Good Deal,2017,Limited,30988.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,263,False,Black,Gasoline,88.87697917,Cadillac,20857.0,XT5,Good Deal,2018,Premium Luxury,36115.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,0
other,False,Digital Motorworks (DMi),5.0,281,False,Black,Gasoline,94.86652778,Cadillac,16220.0,XT5,Good Deal,2018,Premium Luxury,44995.0,0,1,0,0,0,0,1,1,0,N/A,6,3.6,0,1,0,0,0
other,False,Digital Motorworks (DMi),5.0,58,True,Stellar Black,Gasoline,68.9046412,Cadillac,10984.0,XT5,Good Deal,2018,Premium Luxury,41595.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,1,0,0,1
other,False,Inventory Command Center,5.0,113,False,Billet Silver,Gasoline,66.77027778,Jeep,18119.0,Grand Cherokee,Good Deal,2017,Limited,29999.0,0,1,0,0,0,0,1,1,0,black,6,3.6,0,0,1,0,1
other,False,HomeNet Automotive,5.0,592,False,Billet Silver,Gasoline,179.5446759,Jeep,29560.0,Grand Cherokee,Fair Price,2017,Trailhawk,34952.0,0,1,0,0,0,0,1,0,0,red,6,3.6,0,0,1,0,1
other,False,Inventory Command Center,4.0,63,False,Granite,Gasoline,46.80475694,Jeep,36646.0,Grand Cherokee,Good Deal,2016,Limited,27882.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,1,1
other,False,Digital Motorworks (DMi),5.0,357,False,Velvet Red,Gasoline,56.76827546,Jeep,35637.0,Grand Cherokee,Good Deal,2017,Limited,27995.0,0,1,0,0,0,0,1,1,0,N/A,6,3.6,0,0,1,1,0
other,False,Inventory Command Center,4.0,203,True,White,Gasoline,31.46465278,Cadillac,37099.0,XT5,Good Deal,2017,Luxury,32990.0,0,1,0,0,0,0,1,0,0,other,6,3.6,0,1,0,0,0
other,False,HomeNet Automotive,5.0,71,True,Radiant Silver,Gasoline,68.13037037,Cadillac,35779.0,XT5,Good Deal,2018,Premium Luxury,34900.0,0,1,0,0,0,0,1,1,0,cirrus,6,3.6,0,0,0,0,1
other,False,Inventory Command Center,5.0,209,False,Bright White,E85 Flex Fuel,26.64737269,Jeep,16778.0,Grand Cherokee,Good Deal,2017,Limited,29998.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
other,False,Jeep Certified Program,4.0,43,True,other,Gasoline,25.48065972,Jeep,42284.0,Grand Cherokee,Good Deal,2015,Limited,26963.0,0,1,0,0,0,1,1,1,0,black,6,3.6,0,0,1,0,1
other,False,HomeNet Automotive,4.0,520,False,Diamond Black,Gasoline,20.67863426,Jeep,17806.0,Grand Cherokee,Fair Price,2018,Trailhawk,36280.0,0,1,0,0,0,0,1,1,0,red,6,3.6,0,0,1,1,0
other,False,Digital Motorworks (DMi),4.0,100,False,other,Gasoline,26.49815972,Jeep,21345.0,Grand Cherokee,Good Deal,2016,Overland,36821.0,0,1,0,0,0,0,1,0,0,black,8,5.7,0,0,1,0,0
other,False,Inventory Command Center,4.0,76,False,other,Unknown,80.10715278,Jeep,28000.0,Grand Cherokee,Good Deal,2016,Limited,30995.0,0,0,1,0,0,0,1,0,0,black,6,3.6,0,0,1,0,1
other,False,Digital Motorworks (DMi),5.0,102,False,other,Gasoline,130.4165972,Cadillac,3850.0,XT5,Fair Price,2018,Premium Luxury,50196.0,1,0,0,0,0,1,0,1,1,cirrus,6,3.6,0,1,0,0,1
other,False,Digital Motorworks (DMi),5.0,1252,False,Gray,Gasoline,3.404548611,Cadillac,4998.0,XT5,Good Deal,2018,Base,32495.0,0,1,0,0,0,0,1,0,0,N/A,6,3.6,0,0,0,0,0
other,False,Jeep Certified Program,5.0,460,True,Bright White,Gasoline,18.93378472,Jeep,8562.0,Grand Cherokee,Good Deal,2018,Altitude,35550.0,0,1,0,0,0,0,1,0,0,black,6,3.6,0,0,1,0,0
Chicago,False,HomeNet Automotive,,4,False,True Blue,Gasoline,0.70244213,Jeep,19294.0,Grand Cherokee,,2018,Trailhawk,35980.0,0,0,0,0,0,0,0,0,0,red,6,3.6,0,0,1,1,0
